ship_type,route_id,distance,fuel_type,fuel_consumption,CO2_emissions,weather_conditions,engine_efficiency,speed,load,operational_cost
Oil Service Boat,Port Harcourt-Lagos,93.79,Diesel,9014.85,23551.3,Stormy,81.44,24.85,91.08,5408.91
Oil Service Boat,Warri-Bonny,130.52,Diesel,3925.48,10255.32,Calm,83.32,14.84,72.96,2355.29
Oil Service Boat,Warri-Bonny,32.68,Methanol,2601.24,6438.07,Stormy,72.05,22.15,67.89,1820.87
Tanker Ship,Lagos-Apapa,278.0,HFO,11683.22,32128.86,Stormy,76.65,13.82,74.71,5841.61
Tanker Ship,Lagos-Apapa,279.03,HFO,23955.09,65876.5,Calm,70.37,20.22,91.41,11977.54
Tanker Ship,Warri-Bonny,98.2,Hydrogen,19974.04,0.0,Moderate,74.77,21.4,66.76,29961.06
Tanker Ship,Port Harcourt-Lagos,350.86,HFO,17261.06,47467.92,Calm,90.15,18.93,58.69,8630.53
Tanker Ship,Port Harcourt-Lagos,408.83,LNG,26298.34,54240.33,Stormy,85.14,17.07,85.6,11834.25
Tanker Ship,Escravos-Lagos,295.22,LNG,22079.03,45538.0,Moderate,81.96,16.18,91.3,9935.56
Tanker Ship,Lagos-Apapa,310.7,Diesel,9187.37,24002.0,Calm,85.76,15.23,55.03,5512.42
Tanker Ship,Lagos-Apapa,76.82,LNG,5795.76,11953.76,Stormy,89.45,23.94,61.99,2608.09
Tanker Ship,Port Harcourt-Lagos,231.83,HFO,18575.38,51082.3,Stormy,83.15,22.46,57.1,9287.69
Tanker Ship,Lagos-Apapa,426.27,LNG,53581.28,110511.39,Moderate,73.1,24.48,67.4,24111.58
Tanker Ship,Port Harcourt-Lagos,275.37,Diesel,6399.42,16718.48,Moderate,83.5,11.86,72.52,3839.65
Tanker Ship,Port Harcourt-Lagos,247.87,LNG,25610.31,52821.26,Calm,84.14,20.96,87.44,11524.64
Surfer Boat,Warri-Bonny,192.09,HFO,6405.76,17615.84,Moderate,86.35,24.08,82.56,3202.88
Surfer Boat,Port Harcourt-Lagos,85.79,LNG,1115.65,2301.03,Calm,79.8,12.72,81.05,502.04
Surfer Boat,Port Harcourt-Lagos,163.91,HFO,965.05,2653.89,Stormy,94.8,11.0,67.62,482.52
Surfer Boat,Port Harcourt-Lagos,170.92,Diesel,5253.63,13725.11,Calm,88.94,21.12,92.07,3152.18
Surfer Boat,Lagos-Apapa,55.2,HFO,1668.03,4587.08,Moderate,92.13,18.62,73.56,834.02
Surfer Boat,Port Harcourt-Lagos,64.39,HFO,2230.36,6133.49,Stormy,70.39,22.63,98.96,1115.18
Surfer Boat,Escravos-Lagos,128.12,Methanol,1170.31,2896.52,Stormy,85.74,12.1,81.71,819.22
Surfer Boat,Lagos-Apapa,39.17,Diesel,1163.46,3039.54,Calm,75.58,21.93,56.31,698.08
Surfer Boat,Lagos-Apapa,162.55,Ammonia,3102.48,426.59,Calm,94.07,13.02,83.81,2792.23
Surfer Boat,Warri-Bonny,62.78,Hydrogen,1134.01,0.0,Moderate,75.76,12.45,66.26,1701.02
Surfer Boat,Escravos-Lagos,184.52,LNG,1925.28,3970.89,Moderate,82.25,12.46,84.32,866.38
Surfer Boat,Escravos-Lagos,163.99,HFO,3476.44,9560.21,Stormy,82.89,22.22,53.48,1738.22
Tanker Ship,Escravos-Lagos,208.76,Diesel,9292.48,24276.6,Stormy,74.14,19.98,58.74,5575.49
Tanker Ship,Escravos-Lagos,451.54,Methanol,43127.01,106739.35,Moderate,71.09,17.85,92.79,30188.91
Tanker Ship,Lagos-Apapa,321.16,Diesel,8604.29,22478.71,Stormy,88.05,15.38,61.36,5162.57
Tanker Ship,Escravos-Lagos,177.61,HFO,23600.46,64901.26,Calm,94.94,23.16,91.85,11800.23
Tanker Ship,Escravos-Lagos,127.79,LNG,5530.35,11406.35,Stormy,82.75,15.89,63.96,2488.66
Tanker Ship,Lagos-Apapa,85.27,Methanol,10056.41,24889.61,Calm,75.59,22.25,82.14,7039.49
Tanker Ship,Lagos-Apapa,188.37,Methanol,11271.87,27897.88,Stormy,78.22,16.59,84.71,7890.31
Tanker Ship,Port Harcourt-Lagos,90.22,HFO,3123.97,8590.92,Moderate,84.18,15.65,75.63,1561.98
Tanker Ship,Escravos-Lagos,147.16,LNG,5509.32,11362.97,Stormy,81.21,16.94,65.27,2479.19
Tanker Ship,Warri-Bonny,162.55,HFO,4684.64,12882.76,Calm,82.94,14.52,60.63,2342.32
Tanker Ship,Lagos-Apapa,86.03,HFO,4091.09,11250.5,Moderate,76.72,21.21,51.66,2045.54
Tanker Ship,Lagos-Apapa,200.04,Ammonia,10570.65,1453.46,Moderate,83.03,17.54,65.2,9513.58
Oil Service Boat,Warri-Bonny,93.55,HFO,2652.66,7294.82,Calm,93.84,13.48,82.66,1326.33
Oil Service Boat,Port Harcourt-Lagos,80.42,Diesel,7799.46,20376.09,Moderate,90.73,23.49,96.92,4679.68
Oil Service Boat,Port Harcourt-Lagos,126.21,HFO,4687.66,12891.06,Calm,83.45,15.76,93.56,2343.83
Oil Service Boat,Port Harcourt-Lagos,107.01,Ammonia,8722.56,1199.35,Stormy,93.09,18.15,88.3,7850.3
Oil Service Boat,Lagos-Apapa,32.08,Methanol,3568.84,8832.88,Calm,82.55,23.6,89.42,2498.19
Oil Service Boat,Lagos-Apapa,58.44,LNG,3085.75,6364.36,Calm,75.66,19.36,83.25,1388.59
Oil Service Boat,Lagos-Apapa,108.7,Methanol,1689.85,4182.38,Calm,72.86,11.75,63.01,1182.9
Oil Service Boat,Lagos-Apapa,92.05,HFO,8889.07,24444.94,Calm,91.75,24.1,95.36,4444.54
Oil Service Boat,Lagos-Apapa,134.39,Diesel,7577.4,19795.96,Calm,74.46,19.42,83.54,4546.44
Oil Service Boat,Escravos-Lagos,72.27,Diesel,2151.99,5622.07,Stormy,84.36,15.02,78.02,1291.19
Oil Service Boat,Escravos-Lagos,26.92,HFO,329.87,907.14,Stormy,71.43,12.09,55.55,164.94
Oil Service Boat,Port Harcourt-Lagos,138.25,Diesel,7070.1,18470.64,Stormy,78.25,21.91,72.35,4242.06
Fishing Trawler,Lagos-Apapa,78.62,Ammonia,4232.95,582.03,Moderate,81.61,19.3,73.02,3809.66
Fishing Trawler,Warri-Bonny,90.8,HFO,4696.77,12916.12,Stormy,78.45,18.0,93.23,2348.39
Fishing Trawler,Warri-Bonny,153.73,Diesel,8545.73,22325.72,Stormy,79.64,23.41,77.33,5127.44
Fishing Trawler,Lagos-Apapa,198.37,HFO,11244.38,30922.04,Moderate,89.98,21.83,69.02,5622.19
Fishing Trawler,Lagos-Apapa,150.5,HFO,3270.53,8993.96,Moderate,94.29,12.28,98.84,1635.26
Fishing Trawler,Escravos-Lagos,87.32,Ammonia,2427.73,333.81,Stormy,82.36,14.68,55.54,2184.96
Fishing Trawler,Escravos-Lagos,59.02,Diesel,1181.78,3087.4,Calm,92.23,13.73,71.13,709.07
Fishing Trawler,Lagos-Apapa,172.74,Diesel,6392.17,16699.54,Moderate,79.14,21.16,52.1,3835.3
Fishing Trawler,Port Harcourt-Lagos,137.1,Methanol,2596.73,6426.91,Stormy,72.02,10.5,87.0,1817.71
Fishing Trawler,Escravos-Lagos,95.72,HFO,4442.34,12216.44,Calm,72.39,18.55,95.9,2221.17
Fishing Trawler,Port Harcourt-Lagos,149.17,Diesel,6242.55,16308.66,Stormy,82.13,21.44,64.0,3745.53
Fishing Trawler,Warri-Bonny,137.18,Diesel,10868.57,28394.14,Calm,76.24,23.15,92.92,6521.14
Oil Service Boat,Port Harcourt-Lagos,79.42,LNG,2315.97,4776.69,Moderate,79.08,15.13,64.61,1042.19
Oil Service Boat,Lagos-Apapa,74.61,Hydrogen,15630.71,0.0,Calm,89.67,22.32,95.54,23446.06
Oil Service Boat,Port Harcourt-Lagos,41.69,Methanol,1055.93,2613.43,Calm,76.4,11.66,87.7,739.15
Oil Service Boat,Warri-Bonny,29.08,Diesel,2403.14,6278.2,Stormy,76.41,22.7,90.25,1441.88
Oil Service Boat,Escravos-Lagos,31.64,Methanol,484.24,1198.49,Stormy,92.85,11.91,50.9,338.97
Oil Service Boat,Lagos-Apapa,122.99,HFO,4889.83,13447.03,Moderate,91.27,15.96,98.14,2444.92
Oil Service Boat,Lagos-Apapa,130.42,HFO,8381.15,23048.16,Moderate,82.92,21.96,86.33,4190.58
Oil Service Boat,Escravos-Lagos,53.2,HFO,775.21,2131.83,Stormy,91.95,12.25,65.24,387.6
Oil Service Boat,Lagos-Apapa,56.72,Diesel,1400.92,3659.9,Calm,79.11,13.44,91.47,840.55
Oil Service Boat,Port Harcourt-Lagos,90.48,LNG,4401.17,9077.41,Moderate,81.8,20.83,64.08,1980.53
Oil Service Boat,Warri-Bonny,88.72,LNG,6802.57,14030.3,Calm,93.75,20.8,93.64,3061.16
Oil Service Boat,Warri-Bonny,48.06,Ammonia,2254.46,309.99,Stormy,74.82,19.62,55.63,2029.01
Tanker Ship,Port Harcourt-Lagos,246.31,LNG,20991.25,43294.45,Stormy,74.28,20.41,85.18,9446.06
Tanker Ship,Port Harcourt-Lagos,371.2,LNG,23425.12,48314.31,Calm,88.88,18.14,77.03,10541.3
Tanker Ship,Port Harcourt-Lagos,335.33,HFO,9034.59,24845.12,Moderate,82.71,13.78,54.83,4517.3
Tanker Ship,Warri-Bonny,279.23,HFO,11303.55,31084.76,Stormy,81.01,15.19,62.09,5651.78
Tanker Ship,Escravos-Lagos,183.82,LNG,3607.65,7440.78,Calm,92.11,12.72,50.62,1623.44
Tanker Ship,Port Harcourt-Lagos,210.5,Diesel,20958.06,54752.93,Moderate,85.4,23.63,73.44,12574.84
Tanker Ship,Warri-Bonny,78.31,Methanol,5651.16,13986.62,Moderate,86.05,18.75,65.06,3955.81
Tanker Ship,Lagos-Apapa,120.53,HFO,6603.04,18158.36,Calm,86.69,16.01,79.92,3301.52
Tanker Ship,Escravos-Lagos,281.48,HFO,13739.35,37783.21,Moderate,89.85,16.93,64.86,6869.68
Tanker Ship,Lagos-Apapa,81.43,Diesel,7341.24,19178.99,Calm,84.82,24.21,65.0,4404.74
Tanker Ship,Lagos-Apapa,255.63,HFO,7398.93,20347.06,Calm,72.82,12.3,87.16,3699.46
Tanker Ship,Lagos-Apapa,211.33,HFO,8083.05,22228.39,Moderate,92.05,18.79,52.41,4041.52
Tanker Ship,Lagos-Apapa,190.82,Methanol,17408.71,43086.56,Moderate,85.35,17.59,95.14,12186.1
Tanker Ship,Lagos-Apapa,498.55,HFO,46331.89,127412.7,Stormy,70.49,19.17,92.61,23165.94
Tanker Ship,Port Harcourt-Lagos,198.33,LNG,4733.75,9763.36,Calm,83.82,10.27,83.39,2130.19
Tanker Ship,Port Harcourt-Lagos,324.53,Diesel,33831.02,88383.54,Calm,80.45,23.08,79.66,20298.61
Tanker Ship,Port Harcourt-Lagos,129.21,HFO,14565.72,40055.73,Calm,75.55,23.98,94.62,7282.86
Tanker Ship,Port Harcourt-Lagos,272.63,Diesel,10351.94,27044.44,Calm,82.59,18.48,59.27,6211.16
Tanker Ship,Lagos-Apapa,113.43,Methanol,8948.54,22147.64,Moderate,90.64,20.45,53.95,6263.98
Tanker Ship,Lagos-Apapa,250.17,Diesel,17060.74,44571.18,Stormy,82.08,23.84,61.98,10236.44
Tanker Ship,Warri-Bonny,329.12,Methanol,31728.48,78527.99,Moderate,82.8,20.61,89.73,22209.94
Tanker Ship,Lagos-Apapa,265.76,HFO,5064.29,13926.8,Calm,81.89,12.29,51.73,2532.14
Tanker Ship,Warri-Bonny,250.08,Methanol,22340.72,55293.28,Stormy,70.71,18.64,79.14,15638.5
Tanker Ship,Port Harcourt-Lagos,159.16,HFO,11264.33,30976.91,Calm,76.4,19.1,99.77,5632.16
Oil Service Boat,Port Harcourt-Lagos,57.52,LNG,2975.45,6136.87,Calm,84.98,16.36,92.78,1338.95
Oil Service Boat,Port Harcourt-Lagos,147.61,LNG,8613.07,17764.46,Stormy,71.63,21.05,76.07,3875.88
Oil Service Boat,Escravos-Lagos,108.49,Ammonia,7522.56,1034.35,Calm,91.27,24.02,53.18,6770.3
Oil Service Boat,Escravos-Lagos,125.09,Diesel,11829.23,30903.86,Calm,87.51,23.88,91.57,7097.54
Oil Service Boat,Escravos-Lagos,44.03,HFO,1800.48,4951.32,Moderate,80.82,16.76,79.95,900.24
Oil Service Boat,Escravos-Lagos,31.18,HFO,429.62,1181.46,Stormy,70.69,11.7,55.75,214.81
Oil Service Boat,Escravos-Lagos,31.89,Methanol,2100.41,5198.51,Calm,76.52,24.77,54.69,1470.29
Oil Service Boat,Lagos-Apapa,84.99,LNG,9178.22,18930.08,Calm,87.89,22.58,95.48,4130.2
Oil Service Boat,Port Harcourt-Lagos,88.11,Methanol,2512.19,6217.67,Moderate,94.13,11.87,83.46,1758.53
Oil Service Boat,Warri-Bonny,98.19,HFO,9621.82,26460.0,Calm,91.33,23.81,91.46,4810.91
Oil Service Boat,Port Harcourt-Lagos,123.85,Diesel,10316.98,26953.11,Stormy,74.52,23.05,93.95,6190.19
Oil Service Boat,Lagos-Apapa,41.09,HFO,1999.05,5497.39,Calm,82.52,17.78,78.59,999.52
Surfer Boat,Lagos-Apapa,165.51,Hydrogen,12486.43,0.0,Stormy,82.7,18.87,75.87,18729.64
Surfer Boat,Port Harcourt-Lagos,165.79,LNG,3399.88,7012.25,Stormy,93.2,15.99,71.52,1529.95
Surfer Boat,Lagos-Apapa,71.85,Ammonia,816.56,112.28,Calm,77.55,10.82,65.85,734.9
Surfer Boat,Port Harcourt-Lagos,141.2,Diesel,1557.3,4068.45,Stormy,89.11,15.03,71.73,934.38
Surfer Boat,Port Harcourt-Lagos,20.64,LNG,759.37,1566.2,Moderate,70.5,22.04,88.69,341.72
Surfer Boat,Lagos-Apapa,27.53,LNG,157.61,325.07,Stormy,86.13,10.07,80.1,70.92
Surfer Boat,Escravos-Lagos,95.68,Diesel,1582.32,4133.81,Stormy,88.6,15.0,94.63,949.39
Surfer Boat,Escravos-Lagos,85.63,Methanol,2035.5,5037.86,Calm,88.77,15.97,72.17,1424.85
Surfer Boat,Warri-Bonny,110.02,Ammonia,3954.03,543.68,Moderate,80.45,18.06,80.35,3558.63
Surfer Boat,Lagos-Apapa,165.69,Ammonia,6751.41,928.32,Calm,85.31,23.8,81.57,6076.27
Surfer Boat,Port Harcourt-Lagos,78.78,Methanol,1978.8,4897.53,Moderate,90.52,15.2,79.58,1385.16
Surfer Boat,Escravos-Lagos,136.85,Diesel,2638.41,6892.85,Moderate,82.96,15.2,85.13,1583.05
Oil Service Boat,Port Harcourt-Lagos,137.06,Diesel,5543.97,14483.62,Moderate,87.27,21.06,61.87,3326.38
Oil Service Boat,Lagos-Apapa,34.58,Hydrogen,3427.1,0.0,Stormy,92.96,16.78,75.62,5140.65
Oil Service Boat,Escravos-Lagos,132.82,HFO,2352.1,6468.28,Calm,77.77,13.37,55.21,1176.05
Oil Service Boat,Lagos-Apapa,55.09,Methanol,2191.63,5424.28,Moderate,88.8,16.79,69.23,1534.14
Oil Service Boat,Warri-Bonny,77.45,Methanol,1986.46,4916.49,Calm,94.48,12.11,74.38,1390.52
Oil Service Boat,Port Harcourt-Lagos,60.43,LNG,1782.81,3677.05,Calm,80.46,12.65,82.61,802.26
Oil Service Boat,Escravos-Lagos,126.19,Hydrogen,18241.29,0.0,Stormy,74.41,17.48,97.53,27361.94
Oil Service Boat,Port Harcourt-Lagos,141.8,Diesel,4300.46,11234.95,Calm,89.94,16.28,80.03,2580.28
Oil Service Boat,Port Harcourt-Lagos,56.22,Diesel,4973.33,12992.82,Calm,91.87,23.72,87.18,2984.0
Oil Service Boat,Escravos-Lagos,111.01,HFO,3570.26,9818.22,Moderate,91.76,15.44,75.31,1785.13
Oil Service Boat,Escravos-Lagos,149.31,Diesel,7991.95,20878.97,Calm,75.09,18.71,81.71,4795.17
Oil Service Boat,Warri-Bonny,123.48,Diesel,4040.66,10556.22,Stormy,76.82,19.48,53.55,2424.4
Tanker Ship,Lagos-Apapa,385.64,Diesel,7014.56,18325.54,Moderate,83.86,10.2,62.72,4208.74
Tanker Ship,Port Harcourt-Lagos,171.95,Methanol,11345.3,28079.62,Stormy,71.05,19.95,68.09,7941.71
Tanker Ship,Escravos-Lagos,452.6,Ammonia,19352.78,2661.01,Calm,85.72,12.67,73.62,17417.5
Tanker Ship,Warri-Bonny,370.38,HFO,31387.89,86316.7,Calm,72.89,24.42,52.28,15693.94
Tanker Ship,Lagos-Apapa,360.62,Diesel,6029.12,15751.08,Moderate,71.47,12.23,57.0,3617.47
Tanker Ship,Lagos-Apapa,189.12,Ammonia,9008.38,1238.65,Stormy,88.21,16.22,63.84,8107.54
Tanker Ship,Escravos-Lagos,402.84,HFO,11074.66,30455.32,Calm,72.28,11.28,98.58,5537.33
Tanker Ship,Lagos-Apapa,213.35,HFO,26140.96,71887.64,Calm,78.52,24.95,66.57,13070.48
Tanker Ship,Warri-Bonny,396.61,HFO,20721.22,56983.36,Stormy,72.69,17.53,74.1,10360.61
Tanker Ship,Warri-Bonny,243.19,LNG,16548.19,34130.64,Stormy,89.81,18.93,59.8,7446.69
Tanker Ship,Port Harcourt-Lagos,439.33,HFO,9330.46,25658.76,Moderate,72.92,11.01,80.54,4665.23
Tanker Ship,Warri-Bonny,228.19,Hydrogen,47752.76,0.0,Moderate,79.0,21.25,64.03,71629.14
Surfer Boat,Port Harcourt-Lagos,69.93,Diesel,758.5,1981.58,Calm,70.74,13.15,60.35,455.1
Surfer Boat,Lagos-Apapa,70.64,LNG,3656.97,7542.5,Calm,90.24,23.47,75.83,1645.64
Surfer Boat,Lagos-Apapa,167.71,HFO,1254.26,3449.22,Stormy,82.52,13.08,50.28,627.13
Surfer Boat,Lagos-Apapa,130.23,Diesel,872.96,2280.61,Calm,73.26,12.86,50.38,523.78
Surfer Boat,Lagos-Apapa,94.19,LNG,506.73,1045.13,Stormy,75.73,10.55,60.95,228.03
Surfer Boat,Port Harcourt-Lagos,178.47,Methanol,2992.44,7406.29,Calm,82.73,17.08,51.84,2094.71
Surfer Boat,Warri-Bonny,127.85,Methanol,2318.63,5738.61,Stormy,88.89,18.47,55.4,1623.04
Surfer Boat,Port Harcourt-Lagos,67.37,LNG,556.42,1147.62,Stormy,89.52,10.99,66.94,250.39
Surfer Boat,Warri-Bonny,104.02,Ammonia,4650.71,639.47,Calm,88.09,21.63,90.13,4185.64
Surfer Boat,Warri-Bonny,33.63,Methanol,828.62,2050.83,Stormy,87.91,16.8,78.6,580.03
Surfer Boat,Port Harcourt-Lagos,85.4,Methanol,2344.49,5802.61,Stormy,72.02,17.87,75.63,1641.14
Surfer Boat,Port Harcourt-Lagos,54.64,HFO,948.18,2607.5,Stormy,88.55,16.61,64.67,474.09
Fishing Trawler,Port Harcourt-Lagos,154.32,HFO,5498.01,15119.53,Moderate,85.7,16.01,96.59,2749.0
Fishing Trawler,Port Harcourt-Lagos,186.54,HFO,5304.35,14586.96,Calm,74.11,18.39,69.85,2652.18
Fishing Trawler,Port Harcourt-Lagos,164.13,LNG,2565.3,5290.93,Moderate,89.35,12.33,54.35,1154.38
Fishing Trawler,Escravos-Lagos,143.69,Diesel,2382.41,6224.05,Stormy,86.38,12.73,80.85,1429.45
Fishing Trawler,Port Harcourt-Lagos,70.7,Diesel,3052.89,7975.68,Stormy,92.46,22.93,55.69,1831.73
Fishing Trawler,Lagos-Apapa,165.7,Ammonia,14813.86,2036.91,Stormy,75.93,24.19,67.26,13332.47
Fishing Trawler,Port Harcourt-Lagos,148.93,Ammonia,6224.83,855.91,Moderate,72.64,15.6,75.37,5602.35
Fishing Trawler,Port Harcourt-Lagos,70.3,Ammonia,2556.74,351.55,Stormy,74.38,14.06,93.71,2301.07
Fishing Trawler,Escravos-Lagos,133.79,Diesel,5331.84,13929.43,Calm,75.27,19.66,74.68,3199.1
Fishing Trawler,Escravos-Lagos,144.96,LNG,4523.78,9330.3,Moderate,93.17,16.13,85.11,2035.7
Fishing Trawler,Port Harcourt-Lagos,124.02,Diesel,2208.27,5769.11,Calm,73.58,10.38,99.64,1324.96
Fishing Trawler,Port Harcourt-Lagos,96.86,HFO,1214.6,3340.15,Moderate,75.57,12.34,56.57,607.3
Oil Service Boat,Lagos-Apapa,22.44,HFO,970.32,2668.38,Moderate,86.59,20.74,63.74,485.16
Oil Service Boat,Lagos-Apapa,20.6,Diesel,965.64,2522.73,Moderate,87.09,19.88,69.73,579.38
Oil Service Boat,Port Harcourt-Lagos,139.23,Diesel,2033.37,5312.18,Stormy,84.77,10.41,71.09,1220.02
Oil Service Boat,Escravos-Lagos,148.29,Methanol,4288.5,10614.04,Stormy,92.03,13.33,70.55,3001.95
Oil Service Boat,Lagos-Apapa,94.83,HFO,2492.92,6855.53,Stormy,89.2,13.47,95.38,1246.46
Oil Service Boat,Escravos-Lagos,43.15,Methanol,3604.36,8920.79,Calm,77.83,20.08,85.7,2523.05
Oil Service Boat,Lagos-Apapa,116.36,LNG,2211.55,4561.32,Stormy,89.43,10.3,80.4,995.2
Oil Service Boat,Lagos-Apapa,78.61,Diesel,1064.59,2781.24,Moderate,76.8,11.56,65.47,638.75
Oil Service Boat,Warri-Bonny,34.27,Diesel,2572.15,6719.74,Stormy,73.38,22.0,91.19,1543.29
Oil Service Boat,Lagos-Apapa,86.53,Diesel,2661.31,6952.67,Stormy,93.22,12.68,97.75,1596.79
Oil Service Boat,Lagos-Apapa,21.11,LNG,1433.3,2956.18,Calm,86.13,19.79,91.06,644.98
Oil Service Boat,Lagos-Apapa,94.68,Diesel,1599.82,4179.53,Calm,80.81,13.57,50.08,959.89
Fishing Trawler,Escravos-Lagos,84.75,HFO,1579.63,4343.98,Stormy,94.95,11.49,81.82,789.82
Fishing Trawler,Escravos-Lagos,62.46,HFO,825.95,2271.36,Stormy,75.98,13.65,52.56,412.98
Fishing Trawler,Port Harcourt-Lagos,162.17,LNG,7729.42,15941.93,Moderate,72.22,20.83,62.88,3478.24
Fishing Trawler,Port Harcourt-Lagos,192.55,Ammonia,10565.44,1452.75,Moderate,81.0,22.84,52.98,9508.9
Fishing Trawler,Escravos-Lagos,162.94,Diesel,8742.99,22841.06,Stormy,94.49,22.45,80.19,5245.79
Fishing Trawler,Port Harcourt-Lagos,154.26,Methanol,5318.48,13163.24,Moderate,84.58,15.96,84.33,3722.94
Fishing Trawler,Port Harcourt-Lagos,77.13,LNG,3016.16,6220.83,Moderate,83.33,20.02,55.72,1357.27
Fishing Trawler,Port Harcourt-Lagos,107.28,Ammonia,2675.97,367.95,Stormy,89.41,13.07,69.19,2408.37
Fishing Trawler,Lagos-Apapa,87.62,Methanol,2497.55,6181.44,Stormy,86.94,14.4,72.81,1748.29
Fishing Trawler,Port Harcourt-Lagos,60.66,LNG,3687.18,7604.81,Calm,85.88,23.45,68.45,1659.23
Fishing Trawler,Lagos-Apapa,130.27,LNG,1420.31,2929.39,Moderate,72.61,10.2,56.05,639.14
Fishing Trawler,Escravos-Lagos,165.68,Ammonia,2510.36,345.17,Moderate,94.44,11.28,70.95,2259.32
Fishing Trawler,Escravos-Lagos,58.13,Diesel,1131.51,2956.07,Calm,79.4,13.12,87.56,678.91
Fishing Trawler,Warri-Bonny,162.07,Diesel,1106.65,2891.12,Stormy,94.43,10.4,53.55,663.99
Fishing Trawler,Escravos-Lagos,138.87,HFO,2153.71,5922.7,Moderate,77.87,12.72,54.01,1076.86
Fishing Trawler,Escravos-Lagos,110.59,Methanol,4731.94,11711.55,Stormy,81.88,18.75,67.74,3312.36
Fishing Trawler,Warri-Bonny,190.44,Methanol,9893.44,24486.26,Calm,76.3,16.32,97.09,6925.41
Fishing Trawler,Escravos-Lagos,144.16,HFO,9251.42,25441.4,Stormy,71.32,23.39,83.43,4625.71
Fishing Trawler,Escravos-Lagos,57.07,LNG,3481.74,7181.09,Calm,87.55,22.26,83.93,1566.78
Fishing Trawler,Warri-Bonny,184.68,Diesel,3328.88,8696.7,Stormy,74.76,15.13,68.1,1997.33
Fishing Trawler,Escravos-Lagos,75.35,HFO,1895.24,5211.91,Stormy,73.05,13.89,79.68,947.62
Fishing Trawler,Escravos-Lagos,100.82,Hydrogen,4597.63,0.0,Moderate,80.03,15.7,50.51,6896.44
Fishing Trawler,Warri-Bonny,199.29,HFO,8586.87,23613.89,Moderate,76.5,18.85,81.8,4293.44
Fishing Trawler,Escravos-Lagos,144.49,HFO,3407.26,9369.96,Moderate,72.2,14.02,95.66,1703.63
Tanker Ship,Warri-Bonny,74.63,LNG,6537.53,13483.66,Calm,78.82,19.36,80.63,2941.89
Tanker Ship,Lagos-Apapa,315.48,Methanol,19746.88,48873.53,Calm,84.53,16.14,93.68,13822.82
Tanker Ship,Warri-Bonny,413.63,HFO,27587.7,75866.18,Stormy,70.88,18.28,86.2,13793.85
Tanker Ship,Escravos-Lagos,121.51,LNG,6042.79,12463.25,Stormy,74.28,16.54,56.03,2719.26
Tanker Ship,Escravos-Lagos,469.5,LNG,24676.66,50895.61,Moderate,84.36,14.42,95.12,11104.5
Tanker Ship,Lagos-Apapa,351.28,HFO,32554.42,89524.66,Stormy,83.06,24.23,53.32,16277.21
Tanker Ship,Escravos-Lagos,415.2,HFO,40976.87,112686.39,Moderate,70.3,21.45,76.7,20488.44
Tanker Ship,Lagos-Apapa,129.56,LNG,3006.54,6200.99,Stormy,84.51,12.1,57.11,1352.94
Tanker Ship,Port Harcourt-Lagos,254.44,Diesel,18619.45,48643.31,Calm,92.57,23.03,50.59,11171.67
Tanker Ship,Lagos-Apapa,81.45,Ammonia,4709.73,647.59,Moderate,93.48,17.31,71.1,4238.76
Tanker Ship,Warri-Bonny,197.55,Methanol,22603.19,55942.9,Stormy,79.6,23.42,64.75,15822.23
Tanker Ship,Warri-Bonny,70.2,Hydrogen,14795.45,0.0,Stormy,74.94,22.0,74.3,22193.18
Surfer Boat,Escravos-Lagos,198.34,Diesel,4648.95,12145.38,Stormy,92.6,16.38,78.86,2789.37
Surfer Boat,Lagos-Apapa,136.1,Hydrogen,1392.39,0.0,Calm,90.26,10.34,52.19,2088.58
Surfer Boat,Port Harcourt-Lagos,30.29,Diesel,191.38,499.98,Moderate,94.54,14.03,56.15,114.83
Surfer Boat,Lagos-Apapa,164.19,Diesel,3347.77,8746.05,Moderate,91.53,18.12,77.93,2008.66
Surfer Boat,Lagos-Apapa,84.35,HFO,1967.78,5411.4,Stormy,91.35,19.5,67.16,983.89
Surfer Boat,Escravos-Lagos,58.51,HFO,1100.62,3026.7,Stormy,94.6,13.87,86.46,550.31
Surfer Boat,Lagos-Apapa,122.84,LNG,1239.93,2557.36,Calm,73.6,12.09,82.61,557.97
Surfer Boat,Port Harcourt-Lagos,146.15,Diesel,6032.87,15760.87,Stormy,84.59,22.52,92.28,3619.72
Surfer Boat,Warri-Bonny,30.83,HFO,1335.34,3672.18,Moderate,75.65,24.77,84.62,667.67
Surfer Boat,Escravos-Lagos,95.04,LNG,1732.99,3574.29,Calm,86.13,17.89,71.5,779.85
Surfer Boat,Lagos-Apapa,43.32,Diesel,442.05,1154.86,Stormy,72.2,12.58,83.65,265.23
Surfer Boat,Warri-Bonny,74.81,LNG,869.7,1793.76,Moderate,93.58,14.08,63.77,391.36
Tanker Ship,Port Harcourt-Lagos,99.42,Diesel,1190.64,3110.55,Calm,79.97,10.28,65.32,714.38
Tanker Ship,Escravos-Lagos,198.12,Methanol,32196.86,79687.23,Calm,72.36,23.71,89.45,22537.8
Tanker Ship,Lagos-Apapa,441.01,Methanol,13292.42,32898.74,Stormy,76.1,11.77,72.32,9304.69
Tanker Ship,Escravos-Lagos,186.19,Diesel,13045.19,34080.56,Calm,79.02,18.65,89.92,7827.11
